5a0fc51d-2dc7-4420-a88f-51a28016e163	_	_	_	_	_	PreservedSpecimen	_	_	1	ZM	_	_	_	6297	USA	_	Suffolk	_	_	8	40.82444	-72.66667	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(D. Newman, 2005): georeferenced from text description of locality]	_	_	_	_	_	USA; New York; Suffolk; Southampton	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	young	_	Southampton Twp.  Westhampton.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	11	_	_	_	_	_	_	Skull	_	62-227	Connor, Paul F.	_	_	_	_	_	_	_	_	_	male	_	New York	_	_	_	_	_	_	1962-11-08	_	_	_	_	1962	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
4ffd2d8a-46e1-4c6e-84fc-4d2d9c056eea	_	_	_	_	_	PreservedSpecimen	_	_	2	ZM	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Skeleton	_	_	_	_	_	_	_	_	_	_	_	_	unknown	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
2a9f9bd4-d79d-4512-b709-3790cfd8f79a	_	_	_	_	_	PreservedSpecimen	_	_	3	ZM	_	_	_	2438	USA	_	Schoharie	_	_	11	42.574318	-74.581654	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo, 2004): georeferenced from textual locality description, i.e., retrospective georeferencing]	_	_	_	_	_	USA; New York; Schoharie; Summit	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	unknown	_	Summit Twp.  0.5 mi SE of Summit.	_	_	_	_	_	_	594	_	_	_	_	_	_	_	_	_	_	_	_	594	11	_	_	_	_	_	_	Skull	_	57-1139	Connor, Paul F.	_	_	_	_	_	_	_	_	_	female	_	New York	_	_	_	_	_	1950 ft.	1957-11-11	_	_	_	_	1957	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
05ea6dc7-5548-4e92-86bb-5cfebf49db39	_	_	_	_	_	PreservedSpecimen	_	_	4	ZM	_	_	_	2852	USA	_	Putnam	_	_	30	41.09833	-83.98472	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo,2004): georeferenced from textual locality description, i.e., retrospective georeferencing, elevation estimated from map]	_	_	_	_	_	USA; Ohio; Putnam	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	immature	_	Leipsic.	_	_	_	_	_	_	233	_	_	_	_	_	_	_	_	_	_	_	_	233	10	_	_	_	_	_	_	Skull	_	_	_	_	_	_	_	_	_	_	_	_	unknown	_	Ohio	_	_	_	_	_	_	1940-10-30	_	_	_	_	1940	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
88d9de69-35fd-4c0e-a1c0-7298fb3cc1c9	_	_	_	_	_	PreservedSpecimen	_	_	5	ZM	_	_	_	2465	USA	_	Suffolk	_	_	22	40.82306	-72.6100	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo,2004): georeferenced from textual locality description, i.e., retrospective georeferencing, elevation estimated from map]	_	_	_	_	_	USA; New York; Suffolk; Southampton	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	adult	_	Southampton Twp.  Quoque.	_	_	_	_	_	_	12	_	_	_	_	_	_	_	_	_	_	_	_	12	3	_	_	_	_	_	_	Skull	_	62-98	Greelay, Don	_	_	_	_	_	_	_	_	_	male	_	New York	_	_	_	_	_	_	1962-03-22	_	_	_	_	1962	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
6fed464a-2de5-41aa-8bdf-b220146efa7c	_	_	_	_	_	PreservedSpecimen	_	_	6	ZM	_	_	_	1600	USA	_	Otsego	_	_	25	42.591593	-74.750304	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	_	_	_	_	_	_	USA; New York; Otsego; Worcester	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	unknown	_	Worcester Twp.  Worcester.	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	2	_	_	_	_	_	_	Skull	_	58-52	Connor, Paul F.	_	_	_	_	_	_	_	_	_	male	_	New York	_	_	_	_	_	_	1958-02-25	_	_	_	_	1958	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
da4b55bf-4c5e-4d0a-81e7-aa61ca3fd79a	_	_	_	_	_	PreservedSpecimen	_	_	7	ZM	_	_	_	2881	USA	_	Livingston	_	_	26	42.79583	-75.81722	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo,2004): georeferenced from textual locality description, i.e., retrospective georeferencing, elevation estimated from map]	_	_	_	_	_	USA; New York; Livingston; Geneseo	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	_	_	Geneseo Twp.  Geneseo.	_	_	_	_	_	_	584	_	_	_	_	_	_	_	_	_	_	_	_	584	12	_	_	_	_	_	_	Skeleton	_	_	_	_	_	_	_	_	_	_	_	_	female	_	New York	_	_	_	_	_	_	1943-12-26	_	_	_	_	1943	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
08c66712-a5ac-4bc1-87ec-47f69cba9e37	_	_	_	_	_	PreservedSpecimen	_	_	8	ZM	_	_	_	3835	USA	_	Albany	_	_	4	42.711389	-73.960556	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo,2004): georeferenced from textual locality description, i.e., retrospective georeferencing, elevation estimated from map]	_	_	_	_	_	USA; New York; Albany; Guilderland	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	unknown	_	Guilderland Twp.  Watervliet Reservoir.	_	_	_	_	_	_	93	_	_	_	_	_	_	_	_	_	_	_	_	93	11	_	_	_	_	_	_	Skull	_	_	_	_	_	_	_	_	_	_	_	_	unknown	_	New York	_	_	_	_	_	_	1941-11-04	_	_	_	_	1941	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
c24d02b1-2cea-43d4-8311-326ed840e5cb	_	_	_	_	_	PreservedSpecimen	_	_	9	ZM	_	_	_	3833	USA	_	Suffolk	_	_	25	40.879136	-72.531611	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo,2004): georeferenced from textual locality description, i.e., retrospective georeferencing, elevation estimated from map]	_	_	_	_	_	USA; New York; Suffolk; Southampton	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	unknown	_	Southampton Twp.  1 mi NW of Hampton Bays.	_	_	_	_	_	_	11	_	_	_	_	_	_	_	_	_	_	_	_	11	10	_	_	_	_	_	_	Skeleton	_	62-224	Connor, Paul F.	_	_	_	_	_	_	_	_	_	male	_	New York	_	_	_	_	_	_	1962-10-25	_	_	_	_	1962	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
0d118dea-98b9-415a-85c8-23428bdcada5	_	_	_	_	_	PreservedSpecimen	_	_	10	ZM	_	_	_	4052	USA	_	Ulster	_	_	15	41.92694	-73.99778	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	MaNIS georeferencing guidelines	(J. Jerolimo,2004): georeferenced from textual locality description, i.e., retrospective georeferencing, elevation estimated from map]	_	_	_	_	_	USA; New York; Ulster; Kingston	_	_	_	_	_	_	_	_	1	_	_	NYSM	_	_	_	_	_	_	_	juvenile	_	Kingston Twp.  Kingston.	_	_	_	_	_	_	77	_	_	_	_	_	_	_	_	_	_	_	_	77	9	_	_	_	_	_	_	Skeleton	_	_	_	_	_	_	_	_	_	_	_	_	female	_	New York	_	_	_	_	_	_	1949-09-15	_	_	_	_	1949	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	Didelphimorphia; Didelphidae; Didelphis; virginiana	Animalia	Chordata	Mammalia	Didelphimorphia	Didelphidae	Didelphis	_	virginiana	_	Didelphis virginiana	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
